58,1413,637.42,256.41,211.1,514.87,31.85
58,1413,607,388,82,200,11.785
58,1414,728.57,194.29,234.29,571.43,67.923
58,1415,728.57,171.43,234.29,571.43,44.699
58,1415,703.5,370,41,100,4.29
58,1416,699.35,194.87,211.1,514.87,65.513
58,1417,624.31,162.5,256.89,626.57,53.144
58,1418,616.77,215.38,211.1,514.87,47.637
58,1419,624.31,162.5,256.89,626.57,51.676
58,1420,637.14,217.14,234.29,571.43,56.564
58,1421,660,194.29,234.29,571.43,55.825
58,1422,637.14,217.14,234.29,571.43,41.595
58,1422,758.92,321.74,177.66,433.32,12.692
58,1423,852.41,466.06,75.336,183.75,22.678
58,1423,822.6,521.43,48.788,118.99,17.523
58,1423,647,356,82,200,3.248
58,1424,826.12,543.48,89.208,217.58,25.987
58,1424,763.5,462,41,100,20.045
58,1425,521.82,414.55,149.09,363.64,18.922
58,1425,817.84,678.57,48.788,118.99,5.9878
58,1426,343.08,461.54,126.15,307.69,38.236
58,1426,503.79,602.38,48.788,118.99,0.57197
58,1428,303.94,597.62,48.788,118.99,13.981
58,1428,454.62,643.08,63.077,153.85,11.323
58,1428,589.44,678.57,48.788,118.99,3.8894
58,1429,436.31,675.41,44.789,109.24,14.447
58,1429,283.41,618.58,44.789,109.24,12.322
58,1429,453.79,692.9,44.789,109.24,2.6435
58,1430,423,596,82,200,17.229
58,1430,270.63,578.57,48.788,118.99,6.2482
58,1431,408.16,578.26,89.208,217.58,15.268
58,1432,418.39,612.84,75.336,183.75,24.361
58,1433,447.82,612.84,75.336,183.75,18.209
58,1433,534.62,643.08,63.077,153.85,11.048
58,1435,473.08,643.08,63.077,153.85,11.647
58,1436,484.21,628.57,68.997,168.29,22.121
58,1436,373.98,667.53,53.3,130,2.0753
58,1436,457.26,635.29,68.997,168.29,1.9789
58,1437,443.79,621.85,68.997,168.29,16.078
58,1438,528.46,643.08,63.077,153.85,11.895
58,1438,442.31,649.23,63.077,153.85,10.142
58,1438,365.8,673.81,48.788,118.99,9.0182
58,1438,238.05,535.06,106.6,260.01,1.6037
58,1439,455.17,620.18,75.336,183.75,11.613
58,1439,331.54,649.23,63.077,153.85,5.0072
58,1461,947.5,610,41,100,4.7033
58,1538,1143,604,82,200,4.1207
58,1541,988.39,276.92,211.1,514.87,43.632
58,1542,847.69,486.15,126.15,307.69,13.094
58,1542,689.37,435.71,48.788,118.99,10.747
58,1543,383.74,493.51,106.6,260.01,25.376
58,1543,510,392,164,400,21.392
58,1543,1161.5,688.52,44.789,109.24,7.2734
58,1544,783.64,443.64,149.09,363.64,24.741
58,1544,910,643.08,63.077,153.85,18.466
58,1547,773.33,512.68,115.24,281.08,11.851
58,1550,760.85,372.88,139.35,339.88,10.969
58,1554,361.79,557.14,97.8,238.54,17.726
58,1554,947.5,610,41,100,1.0522
58,1555,127,596,82,200,11.773
58,1594,947.5,610,41,100,4.1747
58,1648,566.5,667.53,53.3,130,8.0386
58,1649,661.05,512.68,115.24,281.08,8.3937
58,1650,699.35,276.92,211.1,514.87,23.26
58,1650,485.38,612.31,63.077,153.85,10.743
58,1651,596.13,297.44,211.1,514.87,25.026
58,1651,490.95,507.56,68.997,168.29,14.725
58,1652,389.68,276.92,211.1,514.87,27.939
58,1653,359.54,466.06,75.336,183.75,25.345
58,1654,332.36,553.25,53.3,130,22.608
58,1666,142.09,557.14,97.8,238.54,8.1187
58,1679,118.23,655.32,58.092,141.69,13.432
58,1684,144.56,512.68,115.24,281.08,5.3216
58,1685,144.56,523.94,115.24,281.08,16.759
58,1690,423.58,628.57,68.997,168.29,13.83
58,1693,151.64,566.67,97.8,238.54,3.6949
58,1695,276.81,655.32,58.092,141.69,15.036
58,1697,267.5,698,41,100,8.4272
58,1698,139.84,667.53,53.3,130,15.159
58,1699,251.54,636.92,63.077,153.85,18.207
58,1699,403.5,606,41,100,16.033
58,1700,242.72,578.26,89.208,217.58,5.2778
58,1701,121.54,486.15,126.15,307.69,11.308
58,1702,241.84,605.5,75.336,183.75,19.542
58,1702,85.455,429.09,149.09,363.64,14.751
58,1703,85.455,443.64,149.09,363.64,24.2
58,1703,241.84,605.5,75.336,183.75,15.333
58,1704,93.617,454.24,139.35,339.88,20.876
58,1705,154.11,628.57,68.997,168.29,18.867
58,1706,153.56,620.18,75.336,183.75,20.427
58,1706,124.14,612.84,75.336,183.75,8.0009
58,1706,399.46,569.57,89.208,217.58,4.5462
58,1707,119,596,82,200,14.108
58,1708,116.78,605.5,75.336,183.75,12.7
58,1711,85.455,429.09,149.09,363.64,21.305
58,1711,270.31,614.21,44.789,109.24,1.3566
58,1712,134.47,454.24,139.35,339.88,16.18
58,1713,148.09,454.24,139.35,339.88,12.855
58,1714,155.79,512.68,115.24,281.08,10.149
58,1714,947.44,605.46,44.789,109.24,3.4383
58,1715,159,588,82,200,8.6697
58,1716,134.47,454.24,139.35,339.88,19.981
58,1717,154.8,535.06,106.6,260.01,10.848
58,1717,288.14,649.65,58.092,141.69,4.9231
58,1717,947.5,610,41,100,4.6577
58,1718,134.47,454.24,139.35,339.88,19.706
58,1718,466.92,630.77,63.077,153.85,0.77945
58,1719,133.85,486.15,126.15,307.69,17.954
58,1720,165.2,535.06,106.6,260.01,18.186
58,1725,109.23,498.46,126.15,307.69,8.2932
58,1725,255.16,568.07,68.997,168.29,1.9635
58,1726,143,596,82,200,38.958
58,1728,206,392,164,400,22.554
58,1729,242.72,578.26,89.208,217.58,20.294
58,1729,376.36,429.09,149.09,363.64,6.6396
58,1730,146.21,612.84,75.336,183.75,6.4272
58,1731,78,392,164,400,6.6391
58,1731,156.67,120,273.33,666.67,6.2024
58,1732,126,392,164,400,17.946
58,1732,380.77,643.08,63.077,153.85,6.9922
58,1733,170.81,356.52,177.66,433.32,17.347
58,1734,243.5,702,41,100,15.279
58,1735,215.5,698,41,100,24.775
58,1736,126,376,164,400,11.519
58,1738,126,392,164,400,36.929
58,1739,126,392,164,400,38.202
58,1740,215.5,702,41,100,11.426
58,1741,136.22,373.91,177.66,433.32,23.128
58,1741,93.474,628.57,68.997,168.29,12.206
58,1742,142,392,164,400,33.905
