51,0,"[3, 35, 156, 436]"
52,0,"[39, 43, 194, 439]"
54,0,"[104, 61, 259, 464]"
55,0,"[144, 50, 297, 445]"
61,0,"[314, 107, 465, 475]"
62,0,"[346, 104, 498, 479]"
63,0,"[374, 103, 533, 478]"
64,0,"[384, 110, 543, 469]"
65,0,"[418, 117, 567, 470]"
66,0,"[448, 127, 591, 464]"
67,0,"[452, 136, 602, 480]"
68,0,"[484, 136, 620, 480]"
69,0,"[493, 143, 634, 473]"
70,0,"[524, 157, 640, 468]"
71,0,"[542, 155, 640, 470]"
93,1,"[33, 104, 191, 464]"
94,1,"[35, 111, 209, 471]"
95,1,"[58, 113, 234, 469]"
96,1,"[70, 97, 244, 480]"
97,1,"[135, 97, 250, 480]"
99,1,"[172, 94, 280, 480]"
100,1,"[198, 126, 304, 466]"
103,1,"[246, 138, 348, 440]"
104,1,"[262, 141, 374, 443]"
105,1,"[268, 138, 382, 450]"
121,1,"[528, 122, 609, 412]"
122,1,"[538, 128, 629, 405]"
123,1,"[549, 138, 640, 389]"
124,1,"[563, 128, 640, 405]"
141,5,"[374, 161, 443, 316]"
146,2,"[375, 85, 521, 480]"
147,2,"[360, 98, 492, 475]"
149,5,"[354, 155, 425, 327]"
150,5,"[348, 158, 424, 328]"
151,2,"[300, 56, 395, 471]"
151,5,"[346, 159, 423, 328]"
152,5,"[347, 155, 424, 330]"
153,2,"[264, 105, 372, 471]"
153,5,"[345, 154, 419, 332]"
154,2,"[240, 77, 353, 480]"
154,5,"[343, 151, 417, 338]"
155,2,"[231, 68, 334, 480]"
155,5,"[339, 150, 414, 343]"
156,2,"[200, 90, 327, 480]"
156,5,"[334, 143, 403, 352]"
157,2,"[182, 93, 322, 480]"
157,5,"[331, 141, 405, 354]"
158,2,"[160, 110, 295, 466]"
158,5,"[323, 144, 405, 354]"
159,2,"[155, 98, 289, 478]"
159,5,"[318, 146, 402, 355]"
160,2,"[133, 89, 259, 480]"
160,5,"[314, 146, 400, 355]"
161,2,"[128, 90, 241, 439]"
161,5,"[316, 138, 398, 363]"
162,2,"[128, 73, 226, 480]"
162,5,"[313, 135, 394, 363]"
163,2,"[99, 108, 217, 471]"
163,5,"[307, 136, 390, 362]"
164,2,"[90, 96, 206, 480]"
164,5,"[305, 139, 384, 370]"
165,2,"[60, 92, 189, 480]"
165,5,"[297, 121, 373, 380]"
166,2,"[53, 91, 173, 480]"
166,5,"[287, 116, 376, 382]"
167,2,"[32, 95, 159, 480]"
167,5,"[279, 131, 372, 383]"
168,2,"[28, 62, 139, 470]"
168,5,"[271, 122, 373, 379]"
169,5,"[267, 134, 367, 386]"
170,2,"[0, 89, 108, 480]"
170,5,"[267, 121, 363, 400]"
171,5,"[266, 117, 363, 396]"
172,5,"[261, 123, 357, 388]"
173,5,"[255, 107, 346, 408]"
174,5,"[249, 103, 342, 416]"
175,5,"[232, 100, 333, 422]"
176,5,"[224, 99, 332, 422]"
177,5,"[216, 90, 327, 434]"
178,5,"[208, 105, 322, 420]"
179,5,"[202, 101, 321, 431]"
180,5,"[195, 94, 320, 446]"
181,5,"[194, 90, 311, 441]"
182,5,"[189, 84, 309, 446]"
183,2,"[12, 136, 158, 456]"
183,5,"[188, 78, 297, 452]"
184,2,"[9, 159, 161, 467]"
184,5,"[177, 74, 284, 458]"
185,5,"[155, 70, 285, 464]"
186,2,"[95, 130, 183, 409]"
186,5,"[150, 77, 270, 460]"
187,2,"[105, 149, 197, 431]"
187,5,"[133, 76, 259, 454]"
188,2,"[128, 132, 221, 446]"
188,5,"[115, 64, 255, 469]"
189,2,"[116, 157, 262, 461]"
189,5,"[106, 60, 242, 473]"
190,2,"[115, 126, 275, 464]"
190,5,"[91, 42, 230, 480]"
191,2,"[175, 140, 267, 448]"
191,5,"[84, 53, 212, 480]"
192,2,"[200, 127, 294, 460]"
193,2,"[220, 123, 332, 466]"
193,5,"[38, 59, 193, 470]"
194,2,"[215, 125, 376, 469]"
194,5,"[23, 103, 192, 473]"
195,2,"[238, 129, 390, 464]"
196,2,"[263, 133, 378, 447]"
196,5,"[0, 91, 100, 480]"
197,2,"[292, 126, 396, 450]"
198,2,"[304, 120, 403, 458]"
199,2,"[321, 124, 411, 450]"
200,2,"[342, 129, 441, 460]"
202,2,"[375, 128, 477, 457]"
203,2,"[403, 126, 503, 462]"
204,2,"[426, 118, 529, 460]"
205,2,"[435, 134, 558, 446]"
206,2,"[445, 118, 603, 465]"
207,2,"[482, 110, 620, 476]"
208,2,"[501, 131, 621, 448]"
209,2,"[539, 132, 640, 450]"
216,1,"[552, 133, 640, 406]"
217,1,"[533, 137, 638, 395]"
220,4,"[529, 71, 629, 457]"
221,4,"[488, 62, 610, 461]"
222,4,"[438, 76, 599, 444]"
223,4,"[427, 73, 595, 446]"
224,4,"[426, 84, 575, 432]"
226,4,"[394, 95, 492, 428]"
227,4,"[348, 70, 478, 447]"
228,4,"[323, 84, 469, 437]"
229,4,"[309, 86, 443, 439]"
230,4,"[287, 56, 404, 468]"
231,4,"[265, 60, 372, 470]"
232,4,"[214, 73, 345, 454]"
233,4,"[182, 79, 335, 460]"
234,4,"[170, 74, 314, 456]"
235,4,"[131, 80, 242, 443]"
237,4,"[11, 70, 202, 461]"
238,4,"[9, 70, 149, 461]"
