56,8,494.33,314.29,195.59,477.04,28.225
56,10,663.33,120,273.33,666.67,8.9525
56,11,813.09,92.857,48.788,118.99,27.562
56,11,664.72,192.21,106.6,260.01,11.565
56,11,724.32,356.52,177.66,433.32,9.743
56,12,710.7,44.444,304.61,742.94,26.128
56,13,687.69,153.85,126.15,307.69,18.148
56,14,687.69,153.85,126.15,307.69,22.19
56,15,687.69,153.85,126.15,307.69,17.043
56,16,692.77,142.37,139.35,339.88,25.731
56,38,67.5,74,41,100,4.7002
56,184,67.5,74,41,100,3.5655
56,257,727,140,82,200,11.358
56,258,663.33,120,273.33,666.67,27.857
56,258,862.7,356.52,177.66,433.32,12.476
56,259,710.7,44.444,304.61,742.94,28.035
56,260,687.69,153.85,126.15,307.69,11.126
56,261,687.69,153.85,126.15,307.69,16.001
56,262,687.69,153.85,126.15,307.69,14.319
56,263,687.69,153.85,126.15,307.69,20.237
56,282,67.5,74,41,100,1.6991
56,300,67.5,74,41,100,3.4692
56,316,67.5,74,41,100,10.03
56,320,67.5,74,41,100,5.586
56,359,67.5,74,41,100,4.1803
56,370,63.5,74,41,100,3.6576
56,382,35.5,90,41,100,2.5984
56,434,743,132,82,200,20.734
56,435,663.33,120,273.33,666.67,43.165
56,436,740.47,44.444,304.61,742.94,31.203
56,437,692.77,142.37,139.35,339.88,25.342
56,437,650.77,203.08,126.15,307.69,4.4577
56,438,687.69,153.85,126.15,307.69,17.271
56,439,700,166.15,126.15,307.69,19.07
56,439,800,162.5,256.89,626.57,12.089
56,440,692.77,142.37,139.35,339.88,17.665
56,441,739.5,446,41,100,20.151
56,449,67.5,74,41,100,0.34922
56,450,183.85,600,63.077,153.85,1.8077
56,451,429.23,486.15,126.15,307.69,15.844
56,452,519.02,535.06,106.6,260.01,16.452
56,453,678.71,133.33,211.1,514.87,6.921
56,454,716.67,120,273.33,666.67,39.593
56,455,839.5,358,41,100,16.109
56,456,687.69,153.85,126.15,307.69,16.028
56,456,67.5,74,41,100,4.59
56,456,904.49,30.435,89.208,217.58,1.591
56,457,687.69,153.85,126.15,307.69,14.259
56,457,817.69,138.46,63.077,153.85,6.6744
56,458,687.69,153.85,126.15,307.69,18.374
56,459,681.82,138.18,149.09,363.64,16.171
56,460,758.23,400,58.092,141.69,7.8715
56,466,67.5,74,41,100,3.9107
56,474,67.5,74,41,100,4.3749
56,506,63.5,74,41,100,14.284
56,506,259.82,655.32,58.092,141.69,12.156
56,506,27.611,655.32,58.092,141.69,8.226
56,515,629.25,557.14,97.8,238.54,10.571
56,516,223,596,82,200,24.794
56,517,199,596,82,200,21.427
56,521,576.92,363.08,126.15,307.69,23.51
56,522,743.33,120,273.33,666.67,54.226
56,523,740.47,14.815,304.61,742.94,11.553
56,523,67.5,74,41,100,4.7556
56,524,692.77,142.37,139.35,339.88,26.215
56,524,800,14.815,304.61,742.94,11.029
56,525,692.77,142.37,139.35,339.88,23.571
56,526,746.48,430.6,44.789,109.24,20.202
56,533,63.5,74,41,100,3.0452
56,540,67.5,74,41,100,4.6086
56,592,497.68,628.57,68.997,168.29,11.68
56,630,1094.6,452.31,63.077,153.85,4.2372
56,631,219.77,576.15,75.336,183.75,1.3127
56,637,67.5,74,41,100,2.5461
56,658,100.21,635.29,68.997,168.29,14.758
56,661,565.45,429.09,149.09,363.64,5.6992
56,662,637.14,240,234.29,571.43,29.286
56,662,895.02,456.83,44.789,109.24,18.131
56,663,663.33,146.67,273.33,666.67,33.575
56,664,749.8,112.5,256.89,626.57,40.739
56,664,696.36,152.73,149.09,363.64,-0.70507
56,665,887.07,91.304,89.208,217.58,26.825
56,665,687.69,153.85,126.15,307.69,24.445
56,666,687.69,153.85,126.15,307.69,22.587
56,667,692.77,142.37,139.35,339.88,24.8
56,681,540,473.85,126.15,307.69,29.78
56,682,494.33,295.24,195.59,477.04,22.745
56,683,67.5,74,41,100,6.5594
56,684,573.61,300,89.208,217.58,6.791
56,685,599.22,162.5,256.89,626.57,12.951
56,686,610,120,273.33,666.67,23.601
56,687,663.33,93.333,273.33,666.67,16.885
56,688,672.28,185.92,115.24,281.08,21.881
56,688,800,482.61,89.208,217.58,9.6241
56,707,67.5,74,41,100,4.8799
56,711,703.64,192.86,48.788,118.99,13.364
56,712,583.33,146.67,273.33,666.67,19.596
56,712,836.15,267.69,63.077,153.85,0.34732
56,713,663.33,120,273.33,666.67,30.531
56,714,710.7,14.815,304.61,742.94,22.529
56,715,700,166.15,126.15,307.69,17.946
56,715,770,120,273.33,666.67,12.506
56,716,692.77,142.37,139.35,339.88,22.035
56,717,746.48,430.6,44.789,109.24,12.798
56,758,67.5,74,41,100,1.9794
56,804,67.5,74,41,100,6.8119
56,849,67.5,74,41,100,6.178
56,851,35.5,90,41,100,2.0385
56,853,63.5,74,41,100,6.1643
56,855,67.5,74,41,100,1.4623
56,893,766,376,164,400,18.823
56,893,759,124,82,200,3.7571
56,895,686.32,191.6,68.997,168.29,31.752
56,895,667.61,224.11,58.092,141.69,14.608
56,895,879.23,378.46,63.077,153.85,0.9256
56,896,687.69,153.85,126.15,307.69,22.678
56,896,787.5,698,41,100,13.429
56,903,67.5,74,41,100,3.4723
56,908,475.22,314.29,195.59,477.04,22.246
56,942,67.5,74,41,100,3.7305
56,983,63.5,74,41,100,5.0735
56,1008,35.5,90,41,100,1.2974
56,1010,710.91,167.27,149.09,363.64,13.657
56,1010,650.77,190.77,126.15,307.69,5.7557
56,1011,724.71,162.5,256.89,626.57,41.946
56,1011,682.31,193.85,63.077,153.85,9.0229
56,1012,636.67,120,273.33,666.67,34.972
56,1013,733.62,250.85,139.35,339.88,26.73
56,1013,633.5,306.49,106.6,260.01,21.236
56,1014,747.23,291.53,139.35,339.88,25.642
56,1014,633.5,316.88,106.6,260.01,10.083
56,1015,770,120,273.33,666.67,27.067
56,1015,532.54,333.33,195.59,477.04,19.366
56,1015,698.88,188.1,48.788,118.99,7.7731
56,1016,724.71,187.5,256.89,626.57,27.553
56,1016,451.7,447.83,89.208,217.58,21.317
56,1016,622,392,164,400,19.254
56,1016,558,392,164,400,5.7084
56,1017,521.38,620.18,75.336,183.75,29.218
56,1017,856.36,385.45,149.09,363.64,16.74
56,1017,823.08,498.46,126.15,307.69,12.252
56,1017,660,240,234.29,571.43,3.066
56,1018,624.31,112.5,256.89,626.57,21.981
56,1019,687.69,153.85,126.15,307.69,17.232
56,1020,565.52,605.5,75.336,183.75,25.878
56,1021,255,556,82,200,23.846
56,1021,159,596,82,200,12.969
56,1023,8.3582,547.62,97.8,238.54,18.424
56,1076,67.5,74,41,100,11.815
56,1078,67.5,74,41,100,10.166
56,1118,724.78,166.67,97.8,238.54,20.328
56,1119,636.67,120,273.33,666.67,22.62
56,1120,770.23,14.815,304.61,742.94,31.444
56,1120,674.51,112.5,256.89,626.57,3.7099
56,1121,692.77,142.37,139.35,339.88,16.191
56,1122,687.69,153.85,126.15,307.69,11.103
56,1123,692.77,142.37,139.35,339.88,19.518
